Regione,Cod_ATECO,Descrizione,Livello,Sezione,Nome_sezione,Rischio,Imprese_con_dipendenti,Addetti,Anno
Molise,90,"Attività creative, artistiche e di intrattenimento",DIVISIONE,R,Attività artistiche e sportive,basso,13,50,2024
Molise,91,"Attività di biblioteche, archivi, musei ed altre attività culturali",DIVISIONE,R,Attività artistiche e sportive,basso,6,35,2024
Molise,92,"Attività riguardanti le lotterie, le scommesse, le case da gioco",DIVISIONE,R,Attività artistiche e sportive,basso,19,92,2024
Molise,93,"Attività sportive, di intrattenimento e di divertimento",DIVISIONE,R,Attività artistiche e sportive,basso,90,383,2024
Molise,95,Riparazione di computer e di beni per uso personale e per la casa,DIVISIONE,S,Altre attività di servizi,basso,13,38,2024
Molise,96,Altre attività di servizi per la persona,DIVISIONE,S,Altre attività di servizi,basso,393,1201,2024
Basilicata,TOTALE,Totale economia (imprese con dipendenti),TOTALE,,,,13597,83420,2024
Basilicata,08,Altre attività di estrazione di minerali da cave e miniere,DIVISIONE,B,Estrazione di minerali,alto,22,186,2024
Basilicata,10,Industrie alimentari,DIVISIONE,C,Attività manifatturiere,alto,495,2824,2024
Basilicata,11,Industria delle bevande,DIVISIONE,C,Attività manifatturiere,alto,30,303,2024
Basilicata,13,Industrie tessili,DIVISIONE,C,Attività manifatturiere,alto,12,124,2024
Basilicata,14,"Confezione di articoli di abbigliamento, confezione di articoli in pelle e pelliccia",DIVISIONE,C,Attività manifatturiere,alto,33,226,2024
Basilicata,15,Fabbricazione di articoli in pelle e simili,DIVISIONE,C,Attività manifatturiere,alto,5,26,2024
Basilicata,16,"Industria del legno e dei prodotti in legno e sughero (esclusi i mobili), fabbricazione di articoli in paglia e materiali da intreccio",DIVISIONE,C,Attività manifatturiere,alto,83,508,2024
Basilicata,17,Fabbricazione di carta e di prodotti di carta,DIVISIONE,C,Attività manifatturiere,alto,11,68,2024
Basilicata,18,Stampa e riproduzione di supporti registrati,DIVISIONE,C,Attività manifatturiere,alto,46,220,2024
Basilicata,19,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,DIVISIONE,C,Attività manifatturiere,alto,2,36,2024
Basilicata,20,Fabbricazione di prodotti chimici,DIVISIONE,C,Attività manifatturiere,alto,14,70,2024
Basilicata,21,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,DIVISIONE,C,Attività manifatturiere,alto,1,86,2024
Basilicata,22,Fabbricazione di articoli in gomma e materie plastiche,DIVISIONE,C,Attività manifatturiere,alto,29,415,2024
Basilicata,23,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,DIVISIONE,C,Attività manifatturiere,alto,122,1189,2024
Basilicata,24,Metallurgia,DIVISIONE,C,Attività manifatturiere,alto,9,262,2024
Basilicata,25,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),DIVISIONE,C,Attività manifatturiere,alto,297,2538,2024
Basilicata,26,"Fabbricazione di computer e prodotti di elettronica e ottica, apparecchi elettromedicali, apparecchi di misurazione e di orologi",DIVISIONE,C,Attività manifatturiere,alto,7,40,2024
Basilicata,27,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,DIVISIONE,C,Attività manifatturiere,alto,14,192,2024
Basilicata,28,Fabbricazione di macchinari ed apparecchiature nca,DIVISIONE,C,Attività manifatturiere,alto,55,666,2024
Basilicata,29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",DIVISIONE,C,Attività manifatturiere,alto,9,256,2024
Basilicata,30,Fabbricazione di altri mezzi di trasporto,DIVISIONE,C,Attività manifatturiere,alto,7,73,2024
Basilicata,31,Fabbricazione di mobili,DIVISIONE,C,Attività manifatturiere,alto,77,1107,2024
Basilicata,32,Altre industrie manifatturiere,DIVISIONE,C,Attività manifatturiere,alto,33,117,2024
Basilicata,33,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",DIVISIONE,C,Attività manifatturiere,alto,92,1041,2024
Basilicata,35,"Fornitura di energia elettrica, gas, vapore e aria condizionata",DIVISIONE,D,"Energia elettrica, gas, vapore",alto,46,219,2024
Basilicata,36,"Raccolta, trattamento e fornitura di acqua",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,1,321,2024
Basilicata,37,Gestione delle reti fognarie,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,8,184,2024
Basilicata,38,"Attività di raccolta, trattamento e smaltimento dei rifiuti recupero dei materiali",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,78,2095,2024
Basilicata,39,Attività di risanamento e altri servizi di gestione dei rifiuti,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,8,245,2024
Basilicata,41,Costruzione di edifici,DIVISIONE,F,Costruzioni,alto,990,4866,2024
Basilicata,42,Ingegneria civile,DIVISIONE,F,Costruzioni,alto,146,1771,2024
Basilicata,43,Lavori di costruzione specializzati,DIVISIONE,F,Costruzioni,alto,1270,7244,2024
Basilicata,45,Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,DIVISIONE,G,Commercio e riparazione autoveicoli,basso,595,2458,2024
Basilicata,46,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),DIVISIONE,G,Commercio e riparazione autoveicoli,basso,660,4609,2024
Basilicata,47,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),DIVISIONE,G,Commercio e riparazione autoveicoli,basso,2152,8810,2024
Basilicata,49,Trasporto terrestre e trasporto mediante condotte,DIVISIONE,H,Trasporto e magazzinaggio,medio,510,4519,2024
Basilicata,51,Trasporto aereo,DIVISIONE,H,Trasporto e magazzinaggio,medio,1,0,2024
Basilicata,52,Magazzinaggio e attività di supporto ai trasporti,DIVISIONE,H,Trasporto e magazzinaggio,medio,65,825,2024
Basilicata,53,Servizi postali e attività di corriere,DIVISIONE,H,Trasporto e magazzinaggio,medio,12,40,2024
Basilicata,55,Alloggio,DIVISIONE,I,Alloggio e ristorazione,basso,313,2189,2024
Basilicata,56,Attività dei servizi di ristorazione,DIVISIONE,I,Alloggio e ristorazione,basso,1791,7531,2024
Basilicata,58,Attività editoriali,DIVISIONE,J,Informazione e comunicazione,basso,12,29,2024
Basilicata,59,"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore",DIVISIONE,J,Informazione e comunicazione,basso,22,61,2024
Basilicata,60,Attività di programmazione e trasmissione,DIVISIONE,J,Informazione e comunicazione,basso,13,85,2024
Basilicata,61,Telecomunicazioni,DIVISIONE,J,Informazione e comunicazione,basso,16,92,2024
Basilicata,62,"Produzione di software, consulenza informatica e attività connesse",DIVISIONE,J,Informazione e comunicazione,basso,96,768,2024
Basilicata,63,Attività dei servizi d'informazione e altri servizi informatici,DIVISIONE,J,Informazione e comunicazione,basso,152,1338,2024
Basilicata,64,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),DIVISIONE,K,Attività finanziarie e assicurative,basso,14,94,2024
Basilicata,66,Attività ausiliarie dei servizi finanziari e delle attività assicurative,DIVISIONE,K,Attività finanziarie e assicurative,basso,156,538,2024
Basilicata,68,Attività immobiliari,DIVISIONE,L,Attività immobiliari,basso,96,226,2024
Basilicata,69,Attività legali e contabilità,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,397,1247,2024
Basilicata,70,Attività di direzione aziendale e di consulenza gestionale,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,84,580,2024
Basilicata,71,"Attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,159,976,2024
Basilicata,72,Ricerca scientifica e sviluppo,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,27,86,2024
Basilicata,73,Pubblicità e ricerche di mercato,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,23,80,2024
Basilicata,74,"Altre attività professionali, scientifiche e tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,98,385,2024
Basilicata,75,Servizi veterinari,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,6,15,2024
Basilicata,77,Attività di noleggio e leasing operativo,DIVISIONE,N,Noleggio e servizi alle imprese,basso,87,346,2024
Basilicata,78,"Attività di ricerca, selezione, fornitura di personale",DIVISIONE,N,Noleggio e servizi alle imprese,basso,2,859,2024
Basilicata,79,"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse",DIVISIONE,N,Noleggio e servizi alle imprese,basso,50,166,2024
Basilicata,80,Servizi di vigilanza e investigazione,DIVISIONE,N,Noleggio e servizi alle imprese,basso,16,533,2024
Basilicata,81,Attività di servizi per edifici e paesaggio,DIVISIONE,N,Noleggio e servizi alle imprese,basso,224,2477,2024
Basilicata,82,Attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,DIVISIONE,N,Noleggio e servizi alle imprese,basso,132,1454,2024
Basilicata,85,Istruzione,DIVISIONE,P,Istruzione,medio,112,646,2024
Basilicata,86,Assistenza sanitaria,DIVISIONE,Q,Sanità e assistenza sociale,alto,464,1783,2024
Basilicata,87,Servizi di assistenza sociale residenziale,DIVISIONE,Q,Sanità e assistenza sociale,alto,77,3172,2024
Basilicata,88,Assistenza sociale non residenziale,DIVISIONE,Q,Sanità e assistenza sociale,alto,73,2074,2024
Basilicata,90,"Attività creative, artistiche e di intrattenimento",DIVISIONE,R,Attività artistiche e sportive,basso,32,103,2024
Basilicata,91,"Attività di biblioteche, archivi, musei ed altre attività culturali",DIVISIONE,R,Attività artistiche e sportive,basso,8,114,2024
Basilicata,92,"Attività riguardanti le lotterie, le scommesse, le case da gioco",DIVISIONE,R,Attività artistiche e sportive,basso,41,154,2024
Basilicata,93,"Attività sportive, di intrattenimento e di divertimento",DIVISIONE,R,Attività artistiche e sportive,basso,142,635,2024
Basilicata,95,Riparazione di computer e di beni per uso personale e per la casa,DIVISIONE,S,Altre attività di servizi,basso,25,68,2024
Basilicata,96,Altre attività di servizi per la persona,DIVISIONE,S,Altre attività di servizi,basso,590,1737,2024
Calabria,TOTALE,Totale economia (imprese con dipendenti),TOTALE,,,,44989,222886,2024
Calabria,08,Altre attività di estrazione di minerali da cave e miniere,DIVISIONE,B,Estrazione di minerali,alto,35,220,2024
Calabria,10,Industrie alimentari,DIVISIONE,C,Attività manifatturiere,alto,1482,8323,2024
Calabria,11,Industria delle bevande,DIVISIONE,C,Attività manifatturiere,alto,60,445,2024
Calabria,13,Industrie tessili,DIVISIONE,C,Attività manifatturiere,alto,36,110,2024
Calabria,14,"Confezione di articoli di abbigliamento, confezione di articoli in pelle e pelliccia",DIVISIONE,C,Attività manifatturiere,alto,110,526,2024
Calabria,15,Fabbricazione di articoli in pelle e simili,DIVISIONE,C,Attività manifatturiere,alto,13,93,2024
Calabria,16,"Industria del legno e dei prodotti in legno e sughero (esclusi i mobili), fabbricazione di articoli in paglia e materiali da intreccio",DIVISIONE,C,Attività manifatturiere,alto,309,1433,2024
Calabria,17,Fabbricazione di carta e di prodotti di carta,DIVISIONE,C,Attività manifatturiere,alto,24,163,2024
Calabria,18,Stampa e riproduzione di supporti registrati,DIVISIONE,C,Attività manifatturiere,alto,129,584,2024
Calabria,19,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,DIVISIONE,C,Attività manifatturiere,alto,11,186,2024
Calabria,20,Fabbricazione di prodotti chimici,DIVISIONE,C,Attività manifatturiere,alto,53,513,2024
Calabria,21,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,DIVISIONE,C,Attività manifatturiere,alto,2,16,2024
Calabria,22,Fabbricazione di articoli in gomma e materie plastiche,DIVISIONE,C,Attività manifatturiere,alto,55,355,2024
Calabria,23,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,DIVISIONE,C,Attività manifatturiere,alto,361,1999,2024
Calabria,24,Metallurgia,DIVISIONE,C,Attività manifatturiere,alto,31,252,2024
Calabria,25,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),DIVISIONE,C,Attività manifatturiere,alto,779,4872,2024
Calabria,26,"Fabbricazione di computer e prodotti di elettronica e ottica, apparecchi elettromedicali, apparecchi di misurazione e di orologi",DIVISIONE,C,Attività manifatturiere,alto,21,194,2024
Calabria,27,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,DIVISIONE,C,Attività manifatturiere,alto,31,210,2024
Calabria,28,Fabbricazione di macchinari ed apparecchiature nca,DIVISIONE,C,Attività manifatturiere,alto,79,678,2024
Calabria,29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",DIVISIONE,C,Attività manifatturiere,alto,16,120,2024
Calabria,30,Fabbricazione di altri mezzi di trasporto,DIVISIONE,C,Attività manifatturiere,alto,23,379,2024
Calabria,31,Fabbricazione di mobili,DIVISIONE,C,Attività manifatturiere,alto,87,452,2024
Calabria,32,Altre industrie manifatturiere,DIVISIONE,C,Attività manifatturiere,alto,160,631,2024
Calabria,33,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",DIVISIONE,C,Attività manifatturiere,alto,260,1758,2024
Calabria,35,"Fornitura di energia elettrica, gas, vapore e aria condizionata",DIVISIONE,D,"Energia elettrica, gas, vapore",alto,78,490,2024
Calabria,36,"Raccolta, trattamento e fornitura di acqua",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,12,327,2024
Calabria,37,Gestione delle reti fognarie,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,47,410,2024
Calabria,38,"Attività di raccolta, trattamento e smaltimento dei rifiuti recupero dei materiali",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,145,4668,2024
Calabria,39,Attività di risanamento e altri servizi di gestione dei rifiuti,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,14,136,2024
Calabria,41,Costruzione di edifici,DIVISIONE,F,Costruzioni,alto,3292,13617,2024
Calabria,42,Ingegneria civile,DIVISIONE,F,Costruzioni,alto,304,3409,2024
Calabria,43,Lavori di costruzione specializzati,DIVISIONE,F,Costruzioni,alto,3273,14340,2024
Calabria,45,Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,DIVISIONE,G,Commercio e riparazione autoveicoli,basso,2101,8062,2024
Calabria,46,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),DIVISIONE,G,Commercio e riparazione autoveicoli,basso,2495,11977,2024
Calabria,47,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),DIVISIONE,G,Commercio e riparazione autoveicoli,basso,8500,37750,2024
Calabria,49,Trasporto terrestre e trasporto mediante condotte,DIVISIONE,H,Trasporto e magazzinaggio,medio,1256,10983,2024
Calabria,50,Trasporto marittimo e per vie d'acqua,DIVISIONE,H,Trasporto e magazzinaggio,medio,17,82,2024
Calabria,52,Magazzinaggio e attività di supporto ai trasporti,DIVISIONE,H,Trasporto e magazzinaggio,medio,251,3916,2024
Calabria,53,Servizi postali e attività di corriere,DIVISIONE,H,Trasporto e magazzinaggio,medio,98,725,2024
Calabria,55,Alloggio,DIVISIONE,I,Alloggio e ristorazione,basso,953,6152,2024
Calabria,56,Attività dei servizi di ristorazione,DIVISIONE,I,Alloggio e ristorazione,basso,6196,26699,2024
Calabria,58,Attività editoriali,DIVISIONE,J,Informazione e comunicazione,basso,28,129,2024
Calabria,59,"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore",DIVISIONE,J,Informazione e comunicazione,basso,40,109,2024
Calabria,60,Attività di programmazione e trasmissione,DIVISIONE,J,Informazione e comunicazione,basso,24,233,2024
Calabria,61,Telecomunicazioni,DIVISIONE,J,Informazione e comunicazione,basso,75,228,2024
Calabria,62,"Produzione di software, consulenza informatica e attività connesse",DIVISIONE,J,Informazione e comunicazione,basso,242,1631,2024
Calabria,63,Attività dei servizi d'informazione e altri servizi informatici,DIVISIONE,J,Informazione e comunicazione,basso,395,1394,2024
Calabria,64,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),DIVISIONE,K,Attività finanziarie e assicurative,basso,35,533,2024
Calabria,66,Attività ausiliarie dei servizi finanziari e delle attività assicurative,DIVISIONE,K,Attività finanziarie e assicurative,basso,542,1759,2024
Calabria,68,Attività immobiliari,DIVISIONE,L,Attività immobiliari,basso,379,892,2024
Calabria,69,Attività legali e contabilità,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,1177,3316,2024
Calabria,70,Attività di direzione aziendale e di consulenza gestionale,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,217,861,2024
Calabria,71,"Attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,434,1684,2024
Calabria,72,Ricerca scientifica e sviluppo,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,60,178,2024
Calabria,73,Pubblicità e ricerche di mercato,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,116,404,2024
Calabria,74,"Altre attività professionali, scientifiche e tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,267,713,2024
Calabria,75,Servizi veterinari,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,29,68,2024
Calabria,77,Attività di noleggio e leasing operativo,DIVISIONE,N,Noleggio e servizi alle imprese,basso,214,809,2024
Calabria,78,"Attività di ricerca, selezione, fornitura di personale",DIVISIONE,N,Noleggio e servizi alle imprese,basso,2,8,2024
Calabria,79,"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse",DIVISIONE,N,Noleggio e servizi alle imprese,basso,133,575,2024
Calabria,80,Servizi di vigilanza e investigazione,DIVISIONE,N,Noleggio e servizi alle imprese,basso,45,2247,2024
Calabria,81,Attività di servizi per edifici e paesaggio,DIVISIONE,N,Noleggio e servizi alle imprese,basso,473,4279,2024
Calabria,82,Attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,DIVISIONE,N,Noleggio e servizi alle imprese,basso,484,2542,2024
Calabria,85,Istruzione,DIVISIONE,P,Istruzione,medio,429,2560,2024
Calabria,86,Assistenza sanitaria,DIVISIONE,Q,Sanità e assistenza sociale,alto,2109,9773,2024
Calabria,87,Servizi di assistenza sociale residenziale,DIVISIONE,Q,Sanità e assistenza sociale,alto,216,4682,2024
Calabria,88,Assistenza sociale non residenziale,DIVISIONE,Q,Sanità e assistenza sociale,alto,176,2542,2024
Calabria,90,"Attività creative, artistiche e di intrattenimento",DIVISIONE,R,Attività artistiche e sportive,basso,52,162,2024
Calabria,91,"Attività di biblioteche, archivi, musei ed altre attività culturali",DIVISIONE,R,Attività artistiche e sportive,basso,7,8,2024
Calabria,92,"Attività riguardanti le lotterie, le scommesse, le case da gioco",DIVISIONE,R,Attività artistiche e sportive,basso,205,666,2024
Calabria,93,"Attività sportive, di intrattenimento e di divertimento",DIVISIONE,R,Attività artistiche e sportive,basso,761,2411,2024
Calabria,95,Riparazione di computer e di beni per uso personale e per la casa,DIVISIONE,S,Altre attività di servizi,basso,120,425,2024
Calabria,96,Altre attività di servizi per la persona,DIVISIONE,S,Altre attività di servizi,basso,2304,6810,2024
Sicilia,TOTALE,Totale economia (imprese con dipendenti),TOTALE,,,,116505,666163,2024
Sicilia,06,Estrazione di petrolio greggio e di gas naturale,DIVISIONE,B,Estrazione di minerali,alto,3,339,2024
Sicilia,08,Altre attività di estrazione di minerali da cave e miniere,DIVISIONE,B,Estrazione di minerali,alto,131,1074,2024
Sicilia,09,Attività dei servizi di supporto all'estrazione,DIVISIONE,B,Estrazione di minerali,alto,4,28,2024
Sicilia,10,Industrie alimentari,DIVISIONE,C,Attività manifatturiere,alto,4183,24531,2024
Sicilia,11,Industria delle bevande,DIVISIONE,C,Attività manifatturiere,alto,193,2305,2024
Sicilia,13,Industrie tessili,DIVISIONE,C,Attività manifatturiere,alto,91,419,2024
Sicilia,14,"Confezione di articoli di abbigliamento, confezione di articoli in pelle e pelliccia",DIVISIONE,C,Attività manifatturiere,alto,187,1632,2024
Sicilia,15,Fabbricazione di articoli in pelle e simili,DIVISIONE,C,Attività manifatturiere,alto,44,223,2024
Sicilia,16,"Industria del legno e dei prodotti in legno e sughero (esclusi i mobili), fabbricazione di articoli in paglia e materiali da intreccio",DIVISIONE,C,Attività manifatturiere,alto,501,2334,2024
Sicilia,17,Fabbricazione di carta e di prodotti di carta,DIVISIONE,C,Attività manifatturiere,alto,107,807,2024
Sicilia,18,Stampa e riproduzione di supporti registrati,DIVISIONE,C,Attività manifatturiere,alto,358,1820,2024
Sicilia,19,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,DIVISIONE,C,Attività manifatturiere,alto,23,2012,2024
Sicilia,20,Fabbricazione di prodotti chimici,DIVISIONE,C,Attività manifatturiere,alto,126,2025,2024
Sicilia,21,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,DIVISIONE,C,Attività manifatturiere,alto,11,680,2024
Sicilia,22,Fabbricazione di articoli in gomma e materie plastiche,DIVISIONE,C,Attività manifatturiere,alto,179,2963,2024
Sicilia,23,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,DIVISIONE,C,Attività manifatturiere,alto,1013,6183,2024
Sicilia,24,Metallurgia,DIVISIONE,C,Attività manifatturiere,alto,85,964,2024
Sicilia,25,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),DIVISIONE,C,Attività manifatturiere,alto,2075,13575,2024
Sicilia,26,"Fabbricazione di computer e prodotti di elettronica e ottica, apparecchi elettromedicali, apparecchi di misurazione e di orologi",DIVISIONE,C,Attività manifatturiere,alto,70,333,2024
Sicilia,27,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,DIVISIONE,C,Attività manifatturiere,alto,93,1693,2024
Sicilia,28,Fabbricazione di macchinari ed apparecchiature nca,DIVISIONE,C,Attività manifatturiere,alto,217,2334,2024
Sicilia,29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",DIVISIONE,C,Attività manifatturiere,alto,56,618,2024
Sicilia,30,Fabbricazione di altri mezzi di trasporto,DIVISIONE,C,Attività manifatturiere,alto,147,1895,2024
Sicilia,31,Fabbricazione di mobili,DIVISIONE,C,Attività manifatturiere,alto,250,1447,2024
Sicilia,32,Altre industrie manifatturiere,DIVISIONE,C,Attività manifatturiere,alto,381,1730,2024
Sicilia,33,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",DIVISIONE,C,Attività manifatturiere,alto,911,7401,2024
Sicilia,35,"Fornitura di energia elettrica, gas, vapore e aria condizionata",DIVISIONE,D,"Energia elettrica, gas, vapore",alto,165,1147,2024
Sicilia,36,"Raccolta, trattamento e fornitura di acqua",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,126,2678,2024
Sicilia,37,Gestione delle reti fognarie,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,77,584,2024
Sicilia,38,"Attività di raccolta, trattamento e smaltimento dei rifiuti recupero dei materiali",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,473,12278,2024
Sicilia,39,Attività di risanamento e altri servizi di gestione dei rifiuti,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,36,687,2024
Sicilia,41,Costruzione di edifici,DIVISIONE,F,Costruzioni,alto,8188,36594,2024
Sicilia,42,Ingegneria civile,DIVISIONE,F,Costruzioni,alto,574,8608,2024
Sicilia,43,Lavori di costruzione specializzati,DIVISIONE,F,Costruzioni,alto,8835,40962,2024
Sicilia,45,Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,DIVISIONE,G,Commercio e riparazione autoveicoli,basso,4989,20672,2024
Sicilia,46,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),DIVISIONE,G,Commercio e riparazione autoveicoli,basso,7409,41108,2024
Sicilia,47,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),DIVISIONE,G,Commercio e riparazione autoveicoli,basso,19895,100505,2024
Sicilia,49,Trasporto terrestre e trasporto mediante condotte,DIVISIONE,H,Trasporto e magazzinaggio,medio,3222,26218,2024
Sicilia,50,Trasporto marittimo e per vie d'acqua,DIVISIONE,H,Trasporto e magazzinaggio,medio,127,8361,2024
Sicilia,51,Trasporto aereo,DIVISIONE,H,Trasporto e magazzinaggio,medio,3,14,2024
Sicilia,52,Magazzinaggio e attività di supporto ai trasporti,DIVISIONE,H,Trasporto e magazzinaggio,medio,956,11690,2024
Sicilia,53,Servizi postali e attività di corriere,DIVISIONE,H,Trasporto e magazzinaggio,medio,192,1022,2024
Sicilia,55,Alloggio,DIVISIONE,I,Alloggio e ristorazione,basso,2418,14373,2024
Sicilia,56,Attività dei servizi di ristorazione,DIVISIONE,I,Alloggio e ristorazione,basso,13788,71338,2024
Sicilia,58,Attività editoriali,DIVISIONE,J,Informazione e comunicazione,basso,65,643,2024
Sicilia,59,"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore",DIVISIONE,J,Informazione e comunicazione,basso,119,749,2024
Sicilia,60,Attività di programmazione e trasmissione,DIVISIONE,J,Informazione e comunicazione,basso,82,468,2024
Sicilia,61,Telecomunicazioni,DIVISIONE,J,Informazione e comunicazione,basso,186,714,2024
Sicilia,62,"Produzione di software, consulenza informatica e attività connesse",DIVISIONE,J,Informazione e comunicazione,basso,626,4490,2024
Sicilia,63,Attività dei servizi d'informazione e altri servizi informatici,DIVISIONE,J,Informazione e comunicazione,basso,1100,4038,2024
Sicilia,64,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),DIVISIONE,K,Attività finanziarie e assicurative,basso,80,2067,2024
Sicilia,66,Attività ausiliarie dei servizi finanziari e delle attività assicurative,DIVISIONE,K,Attività finanziarie e assicurative,basso,1313,4391,2024
Sicilia,68,Attività immobiliari,DIVISIONE,L,Attività immobiliari,basso,1414,3429,2024
Sicilia,69,Attività legali e contabilità,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,3712,11767,2024
Sicilia,70,Attività di direzione aziendale e di consulenza gestionale,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,637,2517,2024
Sicilia,71,"Attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,1129,4869,2024
Sicilia,72,Ricerca scientifica e sviluppo,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,102,379,2024
Sicilia,73,Pubblicità e ricerche di mercato,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,315,1511,2024
Sicilia,74,"Altre attività professionali, scientifiche e tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,710,3142,2024
Sicilia,75,Servizi veterinari,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,113,312,2024
Sicilia,77,Attività di noleggio e leasing operativo,DIVISIONE,N,Noleggio e servizi alle imprese,basso,763,2910,2024
Sicilia,78,"Attività di ricerca, selezione, fornitura di personale",DIVISIONE,N,Noleggio e servizi alle imprese,basso,13,244,2024
Sicilia,79,"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse",DIVISIONE,N,Noleggio e servizi alle imprese,basso,620,2436,2024
Sicilia,80,Servizi di vigilanza e investigazione,DIVISIONE,N,Noleggio e servizi alle imprese,basso,116,7244,2024
Sicilia,81,Attività di servizi per edifici e paesaggio,DIVISIONE,N,Noleggio e servizi alle imprese,basso,1446,18471,2024
Sicilia,82,Attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,DIVISIONE,N,Noleggio e servizi alle imprese,basso,1215,6337,2024
Sicilia,85,Istruzione,DIVISIONE,P,Istruzione,medio,1165,8202,2024
Sicilia,86,Assistenza sanitaria,DIVISIONE,Q,Sanità e assistenza sociale,alto,7213,32970,2024
